ID Client,Nom du Client,Prénoms du Client,Date de Naissance,Date d’Entrée en Relation,Adresse Postale,Ville,Pays,Continent,Numéro de Téléphone,Code Postal,Email
1067,Cohen,Xavier,2000-04-07,2021-01-05,"4, boulevard Guillet",Bouchetnec,France,Europe,+33 3 46 34 07 19,84154,smorin@yahoo.fr
1068,Torres,Alexandrie,1993-10-18,2011-11-09,"381, rue Roger Delmas",Peltierboeuf,France,Europe,06 47 69 72 75,35565,marinemarin@noos.fr
1069,Couturier,Gérard,1985-08-20,2016-09-03,"50, boulevard Aurore Henry",Jacob,France,Europe,02 18 76 99 40,90561,hortense84@yahoo.fr
1070,Chauvin,Claude,1958-12-25,2013-07-29,"74, boulevard de Bigot",CourtoisBourg,France,Europe,01 55 95 81 14,09989,gbernard@tele2.fr
1071,Jacques,Claire,1984-06-25,2011-10-15,"91, rue Bouchet",Ribeiro,France,Europe,+33 (0)5 03 91 57 70,93940,aurelie94@wanadoo.fr
1072,Picard,Mathilde,1999-12-17,2015-12-25,"70, rue de Thierry",Colindan,France,Europe,+33 (0)1 64 42 30 74,63753,wgirard@tele2.fr
1073,Hoareau,Georges,1953-01-17,2014-02-11,"62, rue Élise Colin",Didier-sur-Maury,France,Europe,0543184653,55989,eugene34@mahe.net
1074,Boulay,François,1984-03-12,2014-03-06T14:30:56.287485,"2, rue de Chevallier",Torresboeuf,France,Europe,04 69 53 08 23,39633,therese35@hotmail.fr
1075,Alves,Gabriel,1933-03-06,2020-04-21,"67, rue Marcel Pinto",Georgesdan,France,Europe,0229986870,79500,michele92@noos.fr
1076,Delaunay,Frédérique,2000-12-15,2018-10-07,"49, rue de Boutin",Bouchet,France,Europe,01 35 76 90 04,24632,mle-gall@dupre.com
1077,De Oliveira,Manon,2004-08-13,2011-04-14,"4, rue Corinne Gauthier",Aubert-sur-Langlois,France,Europe,0310460759,62859,arthur48@bouygtel.fr
1078,Guillaume,Élise,1968-07-02,2021-07-22,"836, rue de Didier",Devaux,France,Europe,08 08 99 14 39,85569,leonbarbier@munoz.fr
1079,Alves,Jeanne,1996-03-28,2018-10-17,"12, boulevard Astrid Descamps",MartinsBourg,France,Europe,0613722994,98366,mercierjosette@hernandez.fr
1080,Guyon,Jeanne,1936-01-21,2011-09-30,"61, boulevard Tessier",Rossi,France,Europe,,74483,xcoste@foucher.com
1081,Perrier,Philippine,1972-02-08,2016-01-18,"84, boulevard de Vaillant",Colas,France,Europe,05 29 95 93 67,93660,gregoireklein@noos.fr
1082,Fleury,Lucas,1951-03-15,2021-06-26,"17, rue de Fernandes",Gimenez,France,Europe,0101148128,90651,giraudveronique@perrot.net
1083,Perrier,Guillaume,2003-09-17,2016-09-30,"41, rue Marques",Delattre,France,Europe,+33 5 45 45 00 02,10342,margueriteperret@michaud.com
1084,Lecoq,Renée,1972-10-13,2009-12-07,"16, avenue Marcel Gros",Blanchet-sur-Jacquet,France,Europe,+33 5 72 65 02 11,55637,brunetsophie@tele2.fr
1085,Payet,Étienne,1959-05-25,2023-10-13,"78, boulevard Boutin",Ruizboeuf,France,Europe,+33 (0)3 01 33 12 72,75510,oauger@sfr.fr
1086,Perret,Victor,1949-02-28,2014-03-06T14:30:56.287485,"74, boulevard Deschamps",Sainte Patricia-les-Bains,France,Europe,01 37 98 43 35,59294,francoisechevallier@live.com
1087,Merle,Zacharie,1944-04-26,2016-06-29,"3, rue de Blin",Marie-sur-Lacombe,France,Europe,+33 (0)6 81 75 02 01,87134,dijouxsusanne@begue.fr
1088,Brun,Laurent,1938-11-14,2011-01-23,"81, avenue Franck Delattre",Sainte Aimée,France,Europe,05 27 34 24 24,18826,massonemile@marques.fr
1089,Dupuis,Jeannine,1971-01-20,2015-10-31,"15, avenue de Fouquet",Pruvost,France,Europe,01 28 09 16 57,47469,madeleine24@dubois.fr
1090,Perrier,Timothée,2001-12-12,2016-10-12,"69, rue François",Mathieu,France,Europe,0800183558,25390,gonzalezaurore@robert.com
1091,Boucher,Aimé,1948-10-01,2021-08-13,"44, avenue Marc Aubert",Parent,France,Europe,+33 (0)8 01 50 43 09,82834,ethierry@dbmail.com
1092,Rivière,Marc,1981-08-24,2020-08-15,"691, avenue Le Gall",Saint PatriciaBourg,France,Europe,+33 (0)1 49 33 13 38,57248,leblancastrid@dos.com
1093,Lamy,Noël,1974-05-27,2009-11-23,"92, rue Torres",Raynaud,France,Europe,02 08 68 38 04,17565,pauletteandre@alexandre.net
1094,Fournier,Jules,1973-10-09,2010-04-19,"28, rue de Andre",Moreau,France,Europe,+33 2 25 67 43 42,72297,qchauveau@free.fr
1095,Chauveau,Diane,1945-03-24,2011-01-05,"26, rue Lucas Baudry",Saint JacquelineVille,France,Europe,+33 (0)1 84 24 65 04,38720,ehubert@wanadoo.fr
1096,Bousquet,Timothée,1953-05-28,2018-10-08,"87, rue de Marchal",Cousindan,France,Europe,01 89 94 90 98,95269,josettebertrand@fischer.net
1097,Hoareau,Sophie,1979-07-29,2010-06-02,"81, boulevard Adèle Gilbert",Delahaye-sur-De Sousa,France,Europe,05 12 48 91 78,54669,nathalie73@delattre.com
1098,Bousquet,Franck,1987-01-11,2017-09-08,chemin Hoareau,Diallo,France,Europe,,26200,kparis@hotmail.fr
1099,Gay,Richard,1938-03-14,2015-04-12,"97, rue Camille Millet",Millet,France,Europe,0515101832,97257,fpeltier@martins.fr
1100,Durand,Clémence,1998-12-23,2018-12-25,rue Legrand,Rousset,France,Europe,+33 8 09 69 77 28,09585,briandstephanie@bouygtel.fr
1101,Teixeira,Yves,1961-08-06,2023-03-28,"39, rue de Joubert",Guillot-sur-Delahaye,France,Europe,0114724725,50881,hfabre@paul.fr
1102,Girard,Diane,1989-03-16,2022-03-06,"11, rue Leroy",Berger,France,Europe,+33 (0)3 71 05 81 92,33726,xmartin@yahoo.fr
1103,Ferreira,Juliette,1993-12-14,2009-10-27,"1, boulevard Briand",Bonneau-sur-Aubry,France,Europe,,56721,bernardferrand@pottier.fr
1104,Gimenez,Maggie,2001-11-28,2011-11-30,"72, rue de Bourgeois",Raynaud,France,Europe,08 01 25 44 67,54151,georgesbertrand@collet.com
1105,Perret,Alexandre,1941-12-28,2017-02-19,"3, avenue de Mercier",Carrenec,France,Europe,,67973,margaretcarlier@perez.fr
1106,Gautier,Claire,1987-02-01,2014-07-20,"21, boulevard Julien Leleu",Regnier,France,Europe,,18489,tboulay@free.fr
1107,Pons,Joseph,1945-12-16,2020-04-05,"77, avenue Schmitt",Chauvin,France,Europe,,55397,gabrielle21@bouygtel.fr
1108,Lambert,Raymond,1988-05-03,2015-03-07,"24, rue Chevalier",Sainte Lucy-sur-Mer,France,Europe,+33 (0)4 58 82 28 56,83687,drolland@sfr.fr
1109,Le Gall,Odette,1938-05-05,2016-04-17,"229, boulevard Hortense Marie",Michaud,France,Europe,+33 3 04 17 90 77,22312,henri15@millet.fr
1110,Lecomte,Rémy,1974-06-29,2021-10-15,"105, rue de Blanchard",Meunier,France,Europe,+33 (0)3 59 57 50 36,35103,julienvidal@boutin.org
1111,Lecoq,Éric,1950-10-08,2016-09-26,"6, rue de Navarro",Evrard-sur-Hervé,France,Europe,0416960249,49505,vidalvalentine@voila.fr
1112,Barre,Christelle,1972-06-23,2018-04-30,"65, boulevard de Vaillant",Payetboeuf,France,Europe,+33 (0)2 45 43 99 39,59564,marysefoucher@guichard.com
1113,Carpentier,Henriette,1967-09-30,2014-03-06T14:30:56.287485,"53, rue de Lemaître",Saint Roland,France,Europe,+33 (0)1 90 05 31 38,78422,georgesbouvier@chartier.com
1114,Courtois,Danielle,1988-01-28,2014-05-02,"27, rue de Gay",Benarddan,France,Europe,+33 4 99 80 67 60,06669,jacquotcharlotte@yahoo.fr
1115,Lévêque,Antoine,1967-07-14,2017-05-30,"22, rue Alain Ferrand",Barthelemy-sur-Mer,France,Europe,,83584,qseguin@live.com
1116,Pires,Édouard,1989-03-11,2012-08-22,"91, rue Evrard",Tessier,France,Europe,+33 1 90 04 43 69,86045,huguesteixeira@tiscali.fr
1117,Mallet,Colette,1973-12-26,2015-10-10,"9, chemin de Hoarau",Weiss-sur-Carre,France,Europe,+33 (0)2 98 72 43 28,75758,aimeevaillant@lombard.com
1118,Martin,Lucie,1943-03-07,2021-12-23,"72, avenue Duval",Riou,France,Europe,01 38 85 09 98,39621,michelmaurice@tele2.fr
1119,Legrand,Noémi,1953-03-17,2021-09-25,"89, rue de Berthelot",Saint Laetitia,France,Europe,+33 8 08 50 61 58,46419,de-oliveiraroland@orange.fr
1120,Laporte,Corinne,1942-06-08,2014-03-06T14:30:56.287485,"85, rue de Leconte",GrosVille,France,Europe,,68211,dianegarcia@ifrance.com
1121,Valentin,Christophe,2000-02-18,2010-03-01,"99, rue de Raymond",Cohen,France,Europe,02 57 71 38 70,95093,ceciledupuy@lucas.fr
1122,Renaud,Émile,2005-06-17,2020-12-19,"80, rue Ramos",Georges,France,Europe,03 02 13 37 01,26794,gpetit@yahoo.fr
1123,Maréchal,Marthe,1991-09-21,2010-02-16,"3, boulevard Rossi",Noël,France,Europe,,77687,bertrandcosta@lebreton.fr
1124,Leduc,Charlotte,1960-01-30,2017-03-05,"80, rue Maggie Clerc",Mathieu-sur-Mace,France,Europe,0489988955,59274,denis03@live.com
1125,Lacombe,Claudine,1953-09-04,2014-01-15,"43, rue Édith Lambert",Vallet-la-Forêt,France,Europe,+33 (0)2 25 87 63 83,55121,patrick48@voila.fr
1126,Lambert,Timothée,1938-04-26,2013-11-30,"43, avenue Amélie Paris",Hubert,France,Europe,+33 8 04 44 82 33,08232,anoukrobert@wanadoo.fr
1127,Lefebvre,Éléonore,1958-09-04,2011-02-18,"56, chemin de Fournier",Reynec,France,Europe,+33 (0)2 11 65 07 56,64517,laurebousquet@dbmail.com
1128,Rossi,Virginie,1997-11-10,2012-07-26,rue de Bonneau,Lombard,France,Europe,,90052,alphonse70@noos.fr
1129,Peron,William,1980-03-04,2010-07-23,"43, boulevard Adèle Pierre",Léger,France,Europe,08 05 92 21 05,67982,juliettelouis@yahoo.fr
1130,Gérard,Théodore,1934-10-17,2017-09-12,chemin de Pascal,Chrétien-sur-Pages,France,Europe,+33 (0)4 73 13 49 49,15986,denisfouquet@club-internet.fr
1131,Lesage,Renée,1937-12-26,2014-03-06T14:30:56.287485,"68, rue de Raymond",Charrier-la-Forêt,France,Europe,08 03 64 56 16,27991,helenelecoq@delaunay.fr
1132,Chrétien,Augustin,1963-04-16,2015-06-16,"814, avenue Bazin",Sainte Louise,France,Europe,06 86 97 90 65,88769,erobin@dbmail.com
1133,Bodin,Richard,1956-09-08,2019-03-19,"860, rue Arthur Guibert",Sainte Noémi,France,Europe,+33 (0)1 43 23 21 08,46490,boulangerchristophe@tiscali.fr
1134,Marie,Frédéric,1967-08-18,2021-12-03,boulevard Alves,Brun,France,Europe,,77282,nath91@marie.fr
1135,Huet,Sylvie,2002-03-07,2015-07-20,"1, avenue Michelle Gérard",Lagarde,France,Europe,+33 4 84 14 48 93,91786,barthelemystephane@bourgeois.org
1136,Lopez,Alix,1965-11-05,2012-02-26,chemin Delannoy,Paris,France,Europe,0131442473,37016,lecoqwilliam@live.com
1137,Guillaume,Robert,1973-12-03,2017-01-25,rue de Goncalves,Baronnec,France,Europe,,70304,noemi20@teixeira.org
1138,Bouvier,Alexandre,1938-03-08,2011-08-30,chemin de Gaudin,Georges,France,Europe,+33 (0)5 61 24 48 30,66338,ifaivre@free.fr
1139,Benard,Élodie,1964-10-06,2015-03-09,"5, rue de Léger",Le Goff,France,Europe,0240411779,29539,buissonbernard@hotmail.fr
1140,Lenoir,Henriette,1983-12-23,2012-11-04,"8, rue Léon Lelièvre",Saint Christiane-les-Bains,France,Europe,+33 8 09 96 10 41,07762,yauger@yahoo.fr
1141,Robert,Henriette,1999-09-02,2021-02-27,"91, rue Julie Langlois",Le GallBourg,France,Europe,0309219209,92641,susanne25@marion.com
1142,Delannoy,Anne,1941-03-07,2016-09-24,"6, avenue Coulon",Lemaître,France,Europe,+33 (0)4 96 75 48 55,94371,xavier93@hotmail.fr
1143,Dupuis,Madeleine,1951-01-27,2019-08-09,"6, rue Evrard",Andre,France,Europe,08 01 43 11 59,81240,andrefaure@hotmail.fr
1144,Colin,Manon,1947-05-20,2023-09-26,"20, avenue Didier",Guibert-sur-Mer,France,Europe,+33 8 07 21 07 90,38410,thierry56@dbmail.com
1145,Pineau,Pénélope,1953-05-31,2020-06-15,"24, rue Payet",Sainte Sabine,France,Europe,,10053,emmanuelmoreno@hotmail.fr
1146,Albert,Laurent,1970-07-02,2012-11-30,"7, boulevard Christiane Gallet",Mahe-la-Forêt,France,Europe,0639357936,67239,thibaultbouvet@wanadoo.fr
1147,Dupont,Henriette,1943-04-23,2017-01-19,"14, boulevard Hernandez",Vaillant,France,Europe,02 17 52 75 61,19030,alphonse12@gmail.com
1148,Marty,Chantal,1977-04-23,2019-04-12,"74, chemin de Thierry",Dias,France,Europe,+33 (0)8 04 08 28 30,58060,remygimenez@fischer.fr
1149,Louis,Patricia,1973-01-10,2010-08-16,"7, boulevard Anouk Olivier",Imbert,France,Europe,04 65 21 99 63,39034,chartierines@monnier.org
1150,Fernandez,Dorothée,1937-02-06,2014-03-06T14:30:56.287485,"27, boulevard de Garnier",Didier-sur-Mer,France,Europe,06 13 77 72 89,16025,yvesrey@hubert.fr
1151,Leclercq,Chantal,1997-12-11,2014-04-25,"7, rue Guilbert",Maillard,France,Europe,+33 5 70 28 39 73,15625,auguste04@collin.com
1152,Ribeiro,Marine,1960-02-01,2023-07-12,"54, rue Barthelemy",Pichon,France,Europe,+33 (0)2 01 04 88 03,71306,pierreneveu@dufour.fr
1153,Payet,Édith,1990-06-29,2017-10-06,"85, rue Moreau",Gomes,France,Europe,,78191,gmarchal@garcia.com
1154,Pichon,Manon,2003-11-28,2014-01-16,"22, rue Richard",MarchalVille,France,Europe,03 58 16 49 00,29512,gilbertgerard@hotmail.fr
1155,Descamps,Michelle,1988-07-28,2017-04-15,"6, boulevard de Bruneau",Brunel,France,Europe,0684036140,99969,marchandnoel@fournier.org
1156,Mace,Jeanne,1987-02-17,2021-03-05,"33, avenue Marc Godard",Navarro-la-Forêt,France,Europe,+33 8 05 40 78 32,68161,berthelotalexandrie@leblanc.com
1157,Mary,Antoinette,1935-04-25,2014-03-06T14:30:56.287485,"8, rue Victoire Didier",Loiseau,France,Europe,,69027,claude96@ifrance.com
1158,Da Costa,Thibaut,1992-08-02,2014-10-18,"13, boulevard Andrée Bouchet",Mathieu,France,Europe,05 89 76 77 07,21658,rousseaualfred@free.fr
1159,Guyot,Alix,1952-04-06,2021-11-04,"60, rue Alex Monnier",Hamelboeuf,France,Europe,0413544731,45359,utexier@perrot.com
1160,Pineau,Bernadette,1962-05-20,2020-06-27,"13, boulevard de Cousin",CharpentierVille,France,Europe,,91607,wollivier@ribeiro.com
1161,Leroy,Victor,1942-07-17,2009-05-01,"152, rue de Laporte",Morel,France,Europe,+33 (0)1 22 93 74 00,26740,girardlucy@pottier.com
1162,Fouquet,Gilbert,1960-01-22,2022-11-21,"17, avenue Arnaude Boutin",Bonneau-les-Bains,France,Europe,,83735,jleblanc@dubois.net
1163,Antoine,Marguerite,1984-04-13,2019-09-17,"53, rue Paris",Sauvage,France,Europe,0278084911,14870,guillaumeblondel@bertin.fr
1164,Rey,Sylvie,1934-11-27,2014-03-06T14:30:56.287485,"40, chemin de Barre",Lamy,France,Europe,+33 2 19 39 91 92,52186,cblanc@maillard.fr
1165,Vallet,Emmanuelle,2003-11-21,2014-03-06T14:30:56.287485,"38, rue Thierry Rolland",BègueBourg,France,Europe,,06502,dominique52@munoz.com
1166,Delahaye,Michelle,1993-12-09,2018-02-18,"77, chemin Célina Gérard",Alves,France,Europe,0479915322,67613,olivie38@noos.fr
1167,Chauvin,Pierre,1976-10-18,2010-10-17,"81, rue Élise Pichon",Lecoq,France,Europe,,51523,lucas94@blanc.net
1168,Giraud,Agnès,1957-03-01,2024-01-28,"66, rue de Leclercq",MerleBourg,France,Europe,01 37 60 86 25,36452,josephine83@bouygtel.fr
1169,Gay,Adèle,2004-06-18,2023-05-26,"9, rue Pages",RibeiroVille,France,Europe,+33 (0)2 12 93 19 87,48440,aguillou@tiscali.fr
1170,Joly,Auguste,1981-09-14,2013-02-21,"17, rue Gérard Benard",Gonzalez,France,Europe,0800298627,38378,juliemahe@live.com
1171,Germain,Lucy,1944-01-04,2015-02-04,avenue Gilles,Berthelot-sur-Cousin,France,Europe,,88398,odette65@voila.fr
1172,Mace,Michel,1951-05-15,2023-02-18,rue Gautier,Baudry,France,Europe,+33 (0)6 17 33 32 77,68557,blanchardroger@noos.fr
1173,De Sousa,Alexandre,1952-02-07,2023-02-28,"636, avenue Le Roux",Maillard,France,Europe,0251721648,81481,wfabre@noos.fr
1174,Marty,Aurore,1947-02-20,2017-02-21,"55, chemin Pons",Sainte Théodore,France,Europe,+33 (0)6 91 92 48 14,99535,lucytoussaint@berger.org
1175,Vallet,Valentine,1996-12-26,2016-05-25,"92, chemin Jacques",Sainte Léon,France,Europe,03 65 13 75 83,42732,isabelleschmitt@pierre.fr
1176,Bertin,Christine,1967-02-18,2014-03-06T14:30:56.287485,"84, rue Pinto",Morin-les-Bains,France,Europe,,47519,margaudbaudry@simon.com
1177,Vincent,Caroline,1991-02-05,2014-03-06T14:30:56.287485,"7, rue Arthur Letellier",Germain,France,Europe,+33 (0)4 14 39 31 91,56369,marinepires@gmail.com
1178,Becker,Hélène,1977-06-29,2011-07-06,"20, boulevard Martine Bouchet",Saint Caroline-sur-Mer,France,Europe,03 13 92 41 71,86745,ameliemillet@joseph.com
1179,Fournier,Suzanne,1974-02-08,2012-12-30,"95, rue de Da Costa",Gillet,France,Europe,,60253,pierre01@guerin.fr
1180,Delorme,Charlotte,1982-06-18,2010-01-26,"4, avenue Virginie Bailly",Sainte Patricia,France,Europe,,23286,robinphilippe@marechal.com
1181,Chauvet,Auguste,1934-11-07,2017-09-16,"75, boulevard Auguste Grégoire",FaureBourg,France,Europe,,80091,wtorres@payet.com
1182,Grenier,Philippe,2003-12-19,2009-06-28,"89, rue Sanchez",Bruneau,France,Europe,0494792305,55307,vhernandez@wanadoo.fr
1183,Poirier,Alix,1980-11-24,2013-07-20,"775, chemin De Sousa",Sainte Coletteboeuf,France,Europe,+33 3 94 83 37 07,93926,agneschevalier@tele2.fr
1184,Riou,Édith,1976-08-25,2014-01-10,"59, chemin de Roche",Raymond,France,Europe,,10927,dcolin@lacombe.fr
1185,Rolland,Diane,1978-10-23,2021-09-19,"60, rue Fouquet",Bonneau,France,Europe,,81600,anoukbegue@tele2.fr
1186,Morvan,Diane,1965-10-16,2012-12-21,chemin Hebert,Renault,France,Europe,+33 1 20 45 84 61,62162,reneraynaud@hotmail.fr
1187,Renard,Paulette,1983-07-08,2020-08-19,"29, boulevard de Thomas",Michaud,France,Europe,,12217,robertfernandes@ifrance.com
1188,Richard,Margaux,1945-10-07,2012-03-02,"34, rue de Traore",Barre,France,Europe,0100656100,34702,lorrainesanchez@didier.com
1189,Dupré,William,1990-12-09,2017-02-12,"819, boulevard Monnier",Lenoir,France,Europe,+33 6 49 95 73 81,37607,fgay@ifrance.com
1190,Chauvet,Brigitte,1975-10-04,2021-08-08,boulevard de Ferreira,Sainte Jean-sur-Mer,France,Europe,04 07 12 72 48,64303,allardastrid@free.fr
1191,Dijoux,Bertrand,2001-07-13,2016-08-21,"63, rue de Ferreira",Gonzalez-sur-Adam,France,Europe,0324868275,58463,vincent95@tele2.fr
1192,Fernandez,Alix,1961-01-01,2021-07-18,"153, chemin Guyot",Valette-les-Bains,France,Europe,+33 (0)8 02 91 92 93,47014,delormevirginie@dbmail.com
1193,Fernandez,Élisabeth,1953-01-03,2015-11-05,"160, boulevard Michèle Dias",LefèvreBourg,France,Europe,05 81 39 70 87,57302,bpayet@wanadoo.fr
1194,Étienne,Daniel,2005-06-20,2022-10-28,"64, rue Collet",Baillynec,France,Europe,,24912,dupuisthibaut@guyon.fr
1195,Allard,Noël,1956-12-06,2023-01-30,"51, rue de De Oliveira",Garcia-sur-Lefebvre,France,Europe,+33 (0)6 04 87 85 97,80185,mariehardy@gallet.org
1196,Payet,Claude,1995-02-07,2014-03-06T14:30:56.287485,"88, avenue Stéphane Coulon",Saint Joséphine,France,Europe,+33 (0)5 90 52 13 92,17652,oliviergaillard@guibert.fr
1197,Bernier,Agnès,1959-05-13,2016-04-02,"59, rue Bourgeois",Jacquot-sur-Rivière,France,Europe,+33 2 38 21 66 64,03209,obousquet@hernandez.fr
1198,Barthelemy,Rémy,1996-10-13,2014-03-06T14:30:56.287485,"486, chemin de Lecoq",Marin,France,Europe,02 91 76 91 16,41348,clairehuet@bazin.com
1199,Didier,Édouard,1986-12-27,2014-03-06T14:30:56.287485,"42, rue Henry",Saint Christelle-sur-Mer,France,Europe,0311799896,33507,emilepineau@garcia.fr
1200,Lefebvre,William,1983-04-19,2014-02-25,"14, boulevard Georges",Alexandre,France,Europe,+33 4 60 26 92 32,60249,brigitte14@petit.fr
1201,Fleury,Maggie,1949-11-25,2014-03-06T14:30:56.287485,"4, chemin de Joseph",Renaud,France,Europe,+33 (0)1 92 20 70 29,98786,dcourtois@turpin.fr
1202,Muller,Sophie,2000-06-18,2023-09-23,"2, avenue Lévêque",Carpentier,France,Europe,+33 1 14 84 20 28,35059,jchevallier@free.fr
1203,Le Goff,Isabelle,1941-05-26,2009-04-07,"9, avenue Rolland",Sainte Frédérique,France,Europe,+33 (0)5 11 55 09 14,97039,dianevoisin@da.net
1204,Bernard,Alex,1998-10-07,2010-07-04,"9, rue Bonneau",MoulinBourg,France,Europe,02 12 13 78 56,63452,lorrainefabre@bouygtel.fr
1205,Rousset,William,1959-10-17,2014-03-06T14:30:56.287485,"8, rue Schmitt",FaureVille,France,Europe,+33 6 67 18 70 60,06163,ahubert@fischer.fr
1206,Bègue,Hélène,1940-12-13,2014-08-26,"40, rue de Rodrigues",Durand,France,Europe,+33 8 02 56 57 99,38090,girardjuliette@gallet.com
1207,Loiseau,Frédéric,1980-06-22,2019-07-27,"35, rue Richard Perez",Dupuyboeuf,France,Europe,+33 (0)1 22 55 03 99,29471,masseanne@laposte.net
1208,Benoit,Maryse,1994-06-19,2014-03-06T14:30:56.287485,"32, boulevard Diaz",Dijoux,France,Europe,06 53 53 06 69,95009,thibaut14@daniel.com
1209,Lejeune,Luc,1935-10-04,2018-05-05,"32, chemin de Guillaume",Ollivier-sur-Da Costa,France,Europe,0270389099,26087,zcharles@voila.fr
1210,Besnard,Olivie,1964-08-31,2022-06-07,"902, rue Maurice",Guichard,France,Europe,+33 3 97 47 50 82,98209,blanchardceline@samson.fr
1211,Allard,Benjamin,1955-04-18,2014-03-06T14:30:56.287485,"98, chemin Georges Leclerc",Saint CorinneBourg,France,Europe,,13378,andrebernard@free.fr
1212,Lefebvre,Amélie,1964-10-11,2009-10-20,"30, boulevard Célina Bouchet",Milletboeuf,France,Europe,08 00 32 03 23,70324,dblanchet@rousset.com
1213,Boulanger,Paulette,1977-07-07,2016-05-02,"73, avenue Nathalie Voisin",Saint Marianne,France,Europe,+33 (0)4 46 34 24 33,89659,charrierstephane@tele2.fr
1214,Bouvet,Célina,1954-05-04,2018-12-23,"31, avenue Jacqueline Joubert",Aubry-la-Forêt,France,Europe,,17696,benoit49@merle.fr
1215,Lefebvre,Julie,1963-12-04,2014-03-06T14:30:56.287485,avenue Alain Lejeune,Didier,France,Europe,0426502066,79463,llemoine@guibert.net
1216,Bouvier,Agnès,1962-02-18,2016-06-12,"67, rue de Joubert",Vallée,France,Europe,+33 (0)3 85 70 67 18,71804,suzannemahe@ifrance.com
1217,Giraud,Catherine,1948-08-06,2015-08-29,"725, rue Andrée Olivier",Lebrun-sur-Mer,France,Europe,0220780652,22580,elodie73@free.fr
1218,Daniel,William,1935-03-13,2023-09-10,"47, avenue de Maury",Saint Clémence,France,Europe,,29912,eric05@mallet.fr
1219,Godard,Tristan,1973-12-10,2014-01-14,"55, chemin de Charpentier",Renaultdan,France,Europe,+33 (0)6 93 52 49 48,29650,blecoq@sfr.fr
1220,Baudry,Manon,1949-06-05,2010-07-31,avenue Boutin,Blot-sur-Hubert,France,Europe,,43164,gilbertmercier@brunet.fr
1221,Aubry,Benoît,2001-02-22,2010-10-28,"377, rue de Boutin",Merle-la-Forêt,France,Europe,0800974135,85999,luc72@baron.fr
1222,Parent,Benjamin,1938-12-10,2013-01-02,"77, rue de Barbe",Renault,France,Europe,+33 (0)4 57 37 49 62,04984,kmichaud@bodin.fr
1223,Bouvier,Emmanuel,1985-10-16,2011-10-12,"90, boulevard de Langlois",Guibert,France,Europe,+33 6 84 61 49 86,90065,mullerolivier@yahoo.fr
1224,Lefebvre,Hugues,2003-05-22,2016-11-29,"17, rue Maréchal",Nicolas-sur-Clément,France,Europe,+33 (0)6 87 85 86 47,84966,roland60@yahoo.fr
1225,Gonzalez,Pénélope,1933-10-21,2015-07-22,"559, boulevard de Baudry",Sainte Élodieboeuf,France,Europe,,13797,crenaud@wagner.net
1226,Carre,Anouk,1936-06-03,2018-09-05,rue Zoé Marie,Saint Martine-sur-Mer,France,Europe,+33 (0)1 30 90 91 87,16681,carolinemary@gmail.com
1227,Garnier,Augustin,2003-11-08,2012-11-15,"325, chemin Rémy Diaz",Saint Lucasdan,France,Europe,+33 (0)1 87 66 09 77,51798,fhoarau@hotmail.fr
1228,Dijoux,Christiane,1995-05-30,2016-07-14,"17, rue de Mallet",Lévêque-sur-Techer,France,Europe,0172407011,77768,margotdavid@aubert.org
1229,Schneider,Jérôme,1966-02-06,2018-04-15,"47, avenue Vidal",Blondeldan,France,Europe,,39447,roland77@dbmail.com
1230,Leroux,Denise,2003-08-02,2022-02-18,avenue de Barre,Thierry,France,Europe,+33 3 86 43 89 20,76453,alfred50@voila.fr
1231,Leleu,Adélaïde,1974-05-10,2013-06-08,"67, rue Marie Lefort",PasquierVille,France,Europe,,95741,zgaudin@gmail.com
1232,Lesage,Anastasie,1999-12-03,2022-03-13,chemin Julien,Sainte Rolandboeuf,France,Europe,+33 (0)1 23 94 34 83,78733,daniel25@hotmail.fr
1233,Gay,Gabrielle,1971-08-15,2020-12-31,"77, boulevard Amélie Moulin",Marie-la-Forêt,France,Europe,,64201,gillescamus@chartier.fr
1234,Duhamel,Jérôme,1977-12-20,2014-03-06T14:30:56.287485,"41, avenue de Philippe",Saint William,France,Europe,,63332,odette62@allard.com
1235,Rolland,Margaux,1952-02-05,2011-02-20,"98, rue Raymond Jourdan",Baron-sur-Paul,France,Europe,+33 (0)5 62 51 17 53,77031,arthurhoarau@marchal.fr
1236,Gay,Thierry,1962-02-14,2011-10-24,rue Lambert,DiasBourg,France,Europe,0426191908,06560,aimepasquier@hotmail.fr
1237,Huet,Clémence,1994-09-28,2011-09-30,rue Foucher,Sainte Suzanneboeuf,France,Europe,02 64 93 33 81,90811,ypruvost@hotmail.fr
1238,Hardy,Pierre,1958-07-24,2012-12-23,avenue de Laroche,Lelièvre,France,Europe,0370703866,72457,benoit19@gmail.com
1239,Besson,Brigitte,1986-08-30,2020-12-02,"40, boulevard Véronique Robin",Roussel,France,Europe,+33 (0)1 57 44 12 55,65536,susanledoux@gonzalez.fr
1240,Garnier,Pénélope,1942-08-16,2017-01-12,"50, rue Pruvost",Potier-sur-Neveu,France,Europe,+33 5 45 60 10 95,76267,odette75@dupuy.fr
1241,De Oliveira,Mathilde,1937-04-19,2014-09-22,"9, rue Marcelle Rossi",Reynaud-la-Forêt,France,Europe,+33 5 95 95 11 98,81569,nauger@charpentier.com
